"product_id","name","slug","description","price","sale_price","stock_quantity","average_rating","num_reviews","feature_text","is_active","is_new","created_at","updated_at","brand_id","category_id","short_description","base_price","review_count","sold_count","view_count","status","is_bestseller","tags"
"11","Woodland Men Brown Casual Shoes","woodland-men-brown-casual-shoes-22856","Woodland Men Brown Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Brown, mùa Summer, phong cách Casual.","699000.00","","57","4.10","121","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Brown; Season: Summer; Usage: Casual; Source ID: 22856","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","131","9","Woodland Men Brown Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Brown, mùa Summer, phong cách Casual.","699000.00","121","396","5940","active","False","men,footwear,shoes,casual-shoes,brown,summer,casual,woodland"
"12","Buckaroo Men Melania Blue Casual Shoes","buckaroo-men-melania-blue-casual-shoes-20706","Buckaroo Men Melania Blue Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Blue, mùa Winter, phong cách Casual.","699000.00","","25","4.10","34","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Blue; Season: Winter; Usage: Casual; Source ID: 20706","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","16","9","Buckaroo Men Melania Blue Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Blue, mùa Winter, phong cách Casual.","699000.00","34","391","6647","active","False","men,footwear,shoes,casual-shoes,blue,winter,casual,buckaroo"
"13","Numero Uno Women Black Shoe","numero-uno-women-black-shoe-4073","Numero Uno Women Black Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","699000.00","","10","4.00","52","Gender: women; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Black; Season: Summer; Usage: Casual; Source ID: 4073","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","85","9","Numero Uno Women Black Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","699000.00","52","483","6279","active","False","women,footwear,shoes,casual-shoes,black,summer,casual,numero-uno"
"14","ADIDAS Originals Women Superstar 2 White Casual Shoes","adidas-originals-women-superstar-2-white-casual-shoes-15261","ADIDAS Originals Women Superstar 2 White Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu White, mùa Fall, phong cách Casual.","699000.00","","30","4.30","222","Gender: women; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: White; Season: Fall; Usage: Casual; Source ID: 15261","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","4","9","ADIDAS Originals Women Superstar 2 White Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu White, mùa Fall, phong cách Casual.","699000.00","222","130","1430","active","False","women,footwear,shoes,casual-shoes,white,fall,casual,adidas-originals"
"15","Woodland Men Olive Casual Shoes","woodland-men-olive-casual-shoes-22877","Woodland Men Olive Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Olive, mùa Summer, phong cách Casual.","699000.00","","90","4.60","205","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Olive; Season: Summer; Usage: Casual; Source ID: 22877","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","131","9","Woodland Men Olive Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Olive, mùa Summer, phong cách Casual.","699000.00","205","838","16760","active","True","men,footwear,shoes,casual-shoes,olive,summer,casual,woodland"
"16","Puma Men Metamostro Grey & Purple Shoes","puma-men-metamostro-grey-purple-shoes-26663","Puma Men Metamostro Grey & Purple Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Grey, mùa Summer, phong cách Casual.","699000.00","","74","4.90","23","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Grey; Season: Summer; Usage: Casual; Source ID: 26663","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","96","9","Puma Men Metamostro Grey & Purple Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Grey, mùa Summer, phong cách Casual.","699000.00","23","973","11676","active","True","men,footwear,shoes,casual-shoes,grey,summer,casual,puma"
"17","Flying Machine Men Blue Casual Shoes","flying-machine-men-blue-casual-shoes-22104","Flying Machine Men Blue Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","699000.00","","39","4.90","31","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Blue; Season: Fall; Usage: Casual; Source ID: 22104","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","43","9","Flying Machine Men Blue Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Blue, mùa Fall, phong cách Casual.","699000.00","31","655","9825","active","True","men,footwear,shoes,casual-shoes,blue,fall,casual,flying-machine"
"18","Numero Uno Men's MJ Black White Shoe","numero-uno-men-s-mj-black-white-shoe-4740","Numero Uno Men's MJ Black White Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Black, mùa Summer, phong cách Casual.","699000.00","","76","4.80","293","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Black; Season: Summer; Usage: Casual; Source ID: 4740","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","85","9","Numero Uno Men's MJ Black White Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Black, mùa Summer, phong cách Casual.","699000.00","293","910","11830","active","True","men,footwear,shoes,casual-shoes,black,summer,casual,numero-uno"
"19","Nike Men Air Max 90 VT Grey Casual Shoes","nike-men-air-max-90-vt-grey-casual-shoes-22729","Nike Men Air Max 90 VT Grey Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Charcoal, mùa Fall, phong cách Casual.","699000.00","","21","4.10","100","Gender: men; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Charcoal; Season: Fall; Usage: Casual; Source ID: 22729","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","84","9","Nike Men Air Max 90 VT Grey Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nam, màu Charcoal, mùa Fall, phong cách Casual.","699000.00","100","246","1230","active","False","men,footwear,shoes,casual-shoes,charcoal,fall,casual,nike"
"20","Roxy Women Cute Lime Casual Shoes","roxy-women-cute-lime-casual-shoes-21472","Roxy Women Cute Lime Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu Green, mùa Winter, phong cách Casual.","699000.00","","53","4.20","117","Gender: women; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: Green; Season: Winter; Usage: Casual; Source ID: 21472","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","105","9","Roxy Women Cute Lime Casual Shoes thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu Green, mùa Winter, phong cách Casual.","699000.00","117","118","1298","active","False","women,footwear,shoes,casual-shoes,green,winter,casual,roxy"
"21","ADIDAS Women Daily White Purple Shoe","adidas-women-daily-white-purple-shoe-5920","ADIDAS Women Daily White Purple Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu White, mùa Summer, phong cách Casual.","699000.00","","48","4.10","209","Gender: women; Master: Footwear; SubCategory: Shoes; Type: Casual Shoes; Color: White; Season: Summer; Usage: Casual; Source ID: 5920","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","3","9","ADIDAS Women Daily White Purple Shoe thuộc nhóm Footwear > Shoes > Casual Shoes, dành cho nữ, màu White, mùa Summer, phong cách Casual.","699000.00","209","341","6820","active","False","women,footwear,shoes,casual-shoes,white,summer,casual,adidas"
"22","Femella Women Black Dress","femella-women-black-dress-25971","Femella Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","","48","3.90","176","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Summer; Usage: Casual; Source ID: 25971","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","42","10","Femella Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","176","756","7560","active","False","women,apparel,dress,dresses,black,summer,casual,femella"
"23","Latin Quarters Women Brown Printed Dress","latin-quarters-women-brown-printed-dress-57994","Latin Quarters Women Brown Printed Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Brown, mùa Fall, phong cách Casual.","399000.00","","58","4.80","100","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Brown; Season: Fall; Usage: Casual; Source ID: 57994","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","69","10","Latin Quarters Women Brown Printed Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Brown, mùa Fall, phong cách Casual.","399000.00","100","41","369","active","False","women,apparel,dress,dresses,brown,fall,casual,latin"
"24","Jealous 21 Women Black Dress","jealous-21-women-black-dress-26935","Jealous 21 Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","","66","4.80","134","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Summer; Usage: Casual; Source ID: 26935","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","63","10","Jealous 21 Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","134","746","6714","active","True","women,apparel,dress,dresses,black,summer,casual,jealous"
"25","Vero Moda Women Black Dress","vero-moda-women-black-dress-43632","Vero Moda Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","","29","4.40","37","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Summer; Usage: Casual; Source ID: 43632","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","127","10","Vero Moda Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","37","378","3024","active","False","women,apparel,dress,dresses,black,summer,casual,vero"
"26","Elle Women Black Dress","elle-women-black-dress-57040","Elle Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","","56","4.80","175","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Summer; Usage: Casual; Source ID: 57040","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","37","10","Elle Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","175","735","13965","active","True","women,apparel,dress,dresses,black,summer,casual,elle"
"27","Tonga Women Purple Dress","tonga-women-purple-dress-58503","Tonga Women Purple Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","","38","4.80","262","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: White; Season: Summer; Usage: Casual; Source ID: 58503","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","119","10","Tonga Women Purple Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","262","414","6624","active","False","women,apparel,dress,dresses,white,summer,casual,tonga"
"28","Avirate  Black & Purple Women Dress","avirate-black-purple-women-dress-59981","Avirate  Black & Purple Women Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Party.","399000.00","","66","4.60","98","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Fall; Usage: Party; Source ID: 59981","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","9","10","Avirate  Black & Purple Women Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Party.","399000.00","98","16","80","active","False","women,apparel,dress,dresses,black,fall,party,avirate"
"29","Avirate Multicoloured Dress","avirate-multicoloured-dress-59971","Avirate Multicoloured Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Multi, mùa Fall, phong cách Casual.","399000.00","","78","4.10","44","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Multi; Season: Fall; Usage: Casual; Source ID: 59971","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","9","10","Avirate Multicoloured Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Multi, mùa Fall, phong cách Casual.","399000.00","44","876","13140","active","True","women,apparel,dress,dresses,multi,fall,casual,avirate"
"30","Doodle Kids Girl Printed White Dress","doodle-kids-girl-printed-white-dress-33503","Doodle Kids Girl Printed White Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","","87","4.30","145","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: White; Season: Summer; Usage: Casual; Source ID: 33503","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","34","10","Doodle Kids Girl Printed White Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","145","708","7080","active","False","women,apparel,dress,dresses,white,summer,casual,doodle"
"31","Avirate Black Dress","avirate-black-dress-59993","Avirate Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","","27","4.90","127","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Fall; Usage: Casual; Source ID: 59993","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","9","10","Avirate Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","127","789","8679","active","True","women,apparel,dress,dresses,black,fall,casual,avirate"
"32","Avirate Black & Cream Dress","avirate-black-cream-dress-59982","Avirate Black & Cream Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","","13","4.70","157","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Fall; Usage: Casual; Source ID: 59982","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","9","10","Avirate Black & Cream Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","157","730","6570","active","True","women,apparel,dress,dresses,black,fall,casual,avirate"
"33","Jealous 21 Women Black Dress","jealous-21-women-black-dress-26928","Jealous 21 Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","","75","4.70","50","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Summer; Usage: Casual; Source ID: 26928","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","63","10","Jealous 21 Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Summer, phong cách Casual.","399000.00","50","314","4396","active","False","women,apparel,dress,dresses,black,summer,casual,jealous"
"34","Avirate Black Dress","avirate-black-dress-59987","Avirate Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","","33","4.70","195","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Fall; Usage: Casual; Source ID: 59987","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","9","10","Avirate Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","195","478","8604","active","False","women,apparel,dress,dresses,black,fall,casual,avirate"
"35","Femella Women Black Dress","femella-women-black-dress-54974","Femella Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","","97","4.40","169","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Black; Season: Fall; Usage: Casual; Source ID: 54974","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","42","10","Femella Women Black Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Black, mùa Fall, phong cách Casual.","399000.00","169","848","11872","active","True","women,apparel,dress,dresses,black,fall,casual,femella"
"36","AND Women Pink Dress","and-women-pink-dress-41570","AND Women Pink Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","399000.00","","38","4.00","169","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Pink; Season: Summer; Usage: Casual; Source ID: 41570","1","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","2","10","AND Women Pink Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","399000.00","169","125","625","active","False","women,apparel,dress,dresses,pink,summer,casual,and"
"37","Doodle Kids Girl Printed Pink Dress","doodle-kids-girl-printed-pink-dress-33505","Doodle Kids Girl Printed Pink Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","399000.00","","59","4.30","134","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Pink; Season: Summer; Usage: Casual; Source ID: 33505","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","34","10","Doodle Kids Girl Printed Pink Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Pink, mùa Summer, phong cách Casual.","399000.00","134","168","2352","active","False","women,apparel,dress,dresses,pink,summer,casual,doodle"
"38","Elle Color Clash Purple Dress","elle-color-clash-purple-dress-57050","Elle Color Clash Purple Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","","70","4.50","83","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: White; Season: Summer; Usage: Casual; Source ID: 57050","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","37","10","Elle Color Clash Purple Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Summer, phong cách Casual.","399000.00","83","665","8645","active","False","women,apparel,dress,dresses,white,summer,casual,elle"
"39","Arrow Woman Solid Green Dress","arrow-woman-solid-green-dress-18897","Arrow Woman Solid Green Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Green, mùa Fall, phong cách Casual.","399000.00","","50","3.90","48","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: Green; Season: Fall; Usage: Casual; Source ID: 18897","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","7","10","Arrow Woman Solid Green Dress thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu Green, mùa Fall, phong cách Casual.","399000.00","48","143","2145","active","False","women,apparel,dress,dresses,green,fall,casual,arrow"
"40","Gini and Jony Kids Girls Solid White Dresses","gini-and-jony-kids-girls-solid-white-dresses-13310","Gini and Jony Kids Girls Solid White Dresses thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Fall, phong cách Casual.","399000.00","","55","4.50","7","Gender: women; Master: Apparel; SubCategory: Dress; Type: Dresses; Color: White; Season: Fall; Usage: Casual; Source ID: 13310","1","False","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM","50","10","Gini and Jony Kids Girls Solid White Dresses thuộc nhóm Apparel > Dress > Dresses, dành cho nữ, màu White, mùa Fall, phong cách Casual.","399000.00","7","332","3984","active","False","women,apparel,dress,dresses,white,fall,casual,gini"
